Date,District,fireCount
2016-04-01,Amritsar,0.0
2016-04-01,Barnala,0.0
2016-04-01,Bathinda,0.0
2016-04-01,Faridkot,0.0
2016-04-01,Fatehgarh Sahib,0.0
2016-04-01,Fazilka,0.0
2016-04-01,Firozpur,0.0
2016-04-01,Gurdaspur,0.0
2016-04-01,Hoshiarpur,0.0
2016-04-01,Jalandhar,0.0
2016-04-01,Kapurthala,0.0
2016-04-01,Ludhiana,0.0
2016-04-01,Mansa,0.0
2016-04-01,Moga,0.0
2016-04-01,Muktsar,0.0
2016-04-01,Pathankot,0.0
2016-04-01,Patiala,0.0
2016-04-01,Rupnagar,0.0
2016-04-01,SAS Nagar,0.0
2016-04-01,SBS Nagar,0.0
2016-04-01,Sangrur,0.0
2016-04-01,Tarn Taran,0.0
2016-04-02,Amritsar,0.0
2016-04-02,Barnala,0.0
2016-04-02,Bathinda,0.0
2016-04-02,Faridkot,0.0
2016-04-02,Fatehgarh Sahib,0.0
2016-04-02,Fazilka,0.0
2016-04-02,Firozpur,0.0
2016-04-02,Gurdaspur,0.0
2016-04-02,Hoshiarpur,0.0
2016-04-02,Jalandhar,0.0
2016-04-02,Kapurthala,0.0
2016-04-02,Ludhiana,0.0
2016-04-02,Mansa,0.0
2016-04-02,Moga,0.0
2016-04-02,Muktsar,0.0
2016-04-02,Pathankot,0.0
2016-04-02,Patiala,0.0
2016-04-02,Rupnagar,0.0
2016-04-02,SAS Nagar,0.0
2016-04-02,SBS Nagar,0.0
2016-04-02,Sangrur,0.0
2016-04-02,Tarn Taran,0.0
2016-04-03,Amritsar,0.0
2016-04-03,Barnala,0.0
2016-04-03,Bathinda,0.0
2016-04-03,Faridkot,0.0
2016-04-03,Fatehgarh Sahib,0.0
2016-04-03,Fazilka,0.0
2016-04-03,Firozpur,0.0
2016-04-03,Gurdaspur,0.0
2016-04-03,Hoshiarpur,0.0
2016-04-03,Jalandhar,0.0
2016-04-03,Kapurthala,0.0
2016-04-03,Ludhiana,0.0
2016-04-03,Mansa,0.0
2016-04-03,Moga,0.0
2016-04-03,Muktsar,0.0
2016-04-03,Pathankot,0.0
2016-04-03,Patiala,0.0
2016-04-03,Rupnagar,0.0
2016-04-03,SAS Nagar,0.0
2016-04-03,SBS Nagar,0.0
2016-04-03,Sangrur,0.0
2016-04-03,Tarn Taran,0.0
2016-04-04,Amritsar,0.0
2016-04-04,Barnala,0.0
2016-04-04,Bathinda,0.0
2016-04-04,Faridkot,0.0
2016-04-04,Fatehgarh Sahib,0.0
2016-04-04,Fazilka,0.0
2016-04-04,Firozpur,0.0
2016-04-04,Gurdaspur,0.0
2016-04-04,Hoshiarpur,0.0
2016-04-04,Jalandhar,0.0
2016-04-04,Kapurthala,0.0
2016-04-04,Ludhiana,0.0
2016-04-04,Mansa,0.0
2016-04-04,Moga,0.0
2016-04-04,Muktsar,0.0
2016-04-04,Pathankot,0.0
2016-04-04,Patiala,0.0
2016-04-04,Rupnagar,0.0
2016-04-04,SAS Nagar,0.0
2016-04-04,SBS Nagar,0.0
2016-04-04,Sangrur,0.0
2016-04-04,Tarn Taran,0.0
2016-04-05,Amritsar,0.0
2016-04-05,Barnala,0.0
2016-04-05,Bathinda,0.0
2016-04-05,Faridkot,0.0
2016-04-05,Fatehgarh Sahib,0.0
2016-04-05,Fazilka,0.0
2016-04-05,Firozpur,0.0
2016-04-05,Gurdaspur,0.0
2016-04-05,Hoshiarpur,0.0
2016-04-05,Jalandhar,0.0
2016-04-05,Kapurthala,0.0
2016-04-05,Ludhiana,0.0
2016-04-05,Mansa,0.0
2016-04-05,Moga,0.0
2016-04-05,Muktsar,0.0
2016-04-05,Pathankot,0.0
2016-04-05,Patiala,0.0
2016-04-05,Rupnagar,0.0
2016-04-05,SAS Nagar,0.0
2016-04-05,SBS Nagar,0.0
2016-04-05,Sangrur,0.0
2016-04-05,Tarn Taran,0.0
2016-04-06,Amritsar,0.0
2016-04-06,Barnala,0.0
2016-04-06,Bathinda,0.0
2016-04-06,Faridkot,0.0
2016-04-06,Fatehgarh Sahib,0.0
2016-04-06,Fazilka,0.0
2016-04-06,Firozpur,0.0
2016-04-06,Gurdaspur,0.0
2016-04-06,Hoshiarpur,0.0
2016-04-06,Jalandhar,0.0
2016-04-06,Kapurthala,0.0
2016-04-06,Ludhiana,0.0
2016-04-06,Mansa,0.0
2016-04-06,Moga,0.0
2016-04-06,Muktsar,0.0
2016-04-06,Pathankot,0.0
2016-04-06,Patiala,0.0
2016-04-06,Rupnagar,0.0
2016-04-06,SAS Nagar,0.0
2016-04-06,SBS Nagar,0.0
2016-04-06,Sangrur,0.0
2016-04-06,Tarn Taran,0.0
2016-04-07,Amritsar,0.0
2016-04-07,Barnala,0.0
2016-04-07,Bathinda,0.0
2016-04-07,Faridkot,0.0
2016-04-07,Fatehgarh Sahib,0.0
2016-04-07,Fazilka,0.0
2016-04-07,Firozpur,0.0
2016-04-07,Gurdaspur,0.0
2016-04-07,Hoshiarpur,0.0
2016-04-07,Jalandhar,0.0
2016-04-07,Kapurthala,0.0
2016-04-07,Ludhiana,0.0
2016-04-07,Mansa,0.0
2016-04-07,Moga,0.0
2016-04-07,Muktsar,0.0
2016-04-07,Pathankot,0.0
2016-04-07,Patiala,0.0
2016-04-07,Rupnagar,0.0
2016-04-07,SAS Nagar,0.0
2016-04-07,SBS Nagar,0.0
2016-04-07,Sangrur,0.0
2016-04-07,Tarn Taran,0.0
2016-04-08,Amritsar,0.0
2016-04-08,Barnala,0.0
2016-04-08,Bathinda,0.0
2016-04-08,Faridkot,0.0
2016-04-08,Fatehgarh Sahib,0.0
2016-04-08,Fazilka,0.0
2016-04-08,Firozpur,0.0
2016-04-08,Gurdaspur,0.0
2016-04-08,Hoshiarpur,0.0
2016-04-08,Jalandhar,0.0
2016-04-08,Kapurthala,0.0
2016-04-08,Ludhiana,0.0
2016-04-08,Mansa,0.0
2016-04-08,Moga,0.0
2016-04-08,Muktsar,0.0
2016-04-08,Pathankot,0.0
2016-04-08,Patiala,0.0
2016-04-08,Rupnagar,0.0
2016-04-08,SAS Nagar,0.0
2016-04-08,SBS Nagar,0.0
2016-04-08,Sangrur,0.0
2016-04-08,Tarn Taran,0.0
2016-04-09,Amritsar,0.0
2016-04-09,Barnala,0.0
2016-04-09,Bathinda,0.0
2016-04-09,Faridkot,0.0
2016-04-09,Fatehgarh Sahib,0.0
2016-04-09,Fazilka,0.0
2016-04-09,Firozpur,0.0
2016-04-09,Gurdaspur,0.0
2016-04-09,Hoshiarpur,0.0
2016-04-09,Jalandhar,0.0
2016-04-09,Kapurthala,0.0
2016-04-09,Ludhiana,0.0
2016-04-09,Mansa,0.0
2016-04-09,Moga,0.0
2016-04-09,Muktsar,0.0
2016-04-09,Pathankot,0.0
2016-04-09,Patiala,0.0
2016-04-09,Rupnagar,0.0
2016-04-09,SAS Nagar,0.0
2016-04-09,SBS Nagar,0.0
2016-04-09,Sangrur,0.0
2016-04-09,Tarn Taran,0.0
2016-04-10,Amritsar,0.0
2016-04-10,Barnala,0.0
2016-04-10,Bathinda,0.0
2016-04-10,Faridkot,0.0
2016-04-10,Fatehgarh Sahib,0.0
2016-04-10,Fazilka,0.0
2016-04-10,Firozpur,0.0
2016-04-10,Gurdaspur,0.0
2016-04-10,Hoshiarpur,0.0
2016-04-10,Jalandhar,0.0
2016-04-10,Kapurthala,0.0
2016-04-10,Ludhiana,0.0
2016-04-10,Mansa,0.0
2016-04-10,Moga,0.0
2016-04-10,Muktsar,0.0
2016-04-10,Pathankot,0.0
2016-04-10,Patiala,0.0
2016-04-10,Rupnagar,0.0
2016-04-10,SAS Nagar,0.0
2016-04-10,SBS Nagar,0.0
2016-04-10,Sangrur,0.0
2016-04-10,Tarn Taran,0.0
2016-04-11,Amritsar,0.0
2016-04-11,Barnala,0.0
2016-04-11,Bathinda,0.0
2016-04-11,Faridkot,0.0
2016-04-11,Fatehgarh Sahib,0.0
2016-04-11,Fazilka,0.0
2016-04-11,Firozpur,0.0
2016-04-11,Gurdaspur,1.0
2016-04-11,Hoshiarpur,0.0
2016-04-11,Jalandhar,1.0
2016-04-11,Kapurthala,0.0
2016-04-11,Ludhiana,0.0
2016-04-11,Mansa,0.0
2016-04-11,Moga,1.0
2016-04-11,Muktsar,0.0
2016-04-11,Pathankot,0.0
2016-04-11,Patiala,0.0
2016-04-11,Rupnagar,0.0
2016-04-11,SAS Nagar,0.0
2016-04-11,SBS Nagar,0.0
2016-04-11,Sangrur,0.0
2016-04-11,Tarn Taran,0.0
2016-04-12,Amritsar,0.0
2016-04-12,Barnala,0.0
2016-04-12,Bathinda,0.0
2016-04-12,Faridkot,0.0
2016-04-12,Fatehgarh Sahib,1.0
2016-04-12,Fazilka,0.0
2016-04-12,Firozpur,0.0
2016-04-12,Gurdaspur,0.0
2016-04-12,Hoshiarpur,0.0
2016-04-12,Jalandhar,0.0
2016-04-12,Kapurthala,0.0
2016-04-12,Ludhiana,0.0
2016-04-12,Mansa,0.0
2016-04-12,Moga,0.0
2016-04-12,Muktsar,0.0
2016-04-12,Pathankot,0.0
2016-04-12,Patiala,0.0
2016-04-12,Rupnagar,0.0
2016-04-12,SAS Nagar,0.0
2016-04-12,SBS Nagar,0.0
2016-04-12,Sangrur,1.0
2016-04-12,Tarn Taran,0.0
2016-04-13,Amritsar,0.0
2016-04-13,Barnala,0.0
2016-04-13,Bathinda,0.0
2016-04-13,Faridkot,0.0
2016-04-13,Fatehgarh Sahib,1.0
2016-04-13,Fazilka,0.0
2016-04-13,Firozpur,0.0
2016-04-13,Gurdaspur,1.0
2016-04-13,Hoshiarpur,0.0
2016-04-13,Jalandhar,1.0
2016-04-13,Kapurthala,0.0
2016-04-13,Ludhiana,0.0
2016-04-13,Mansa,0.0
2016-04-13,Moga,0.0
2016-04-13,Muktsar,0.0
2016-04-13,Pathankot,0.0
2016-04-13,Patiala,0.0
2016-04-13,Rupnagar,0.0
2016-04-13,SAS Nagar,1.0
2016-04-13,SBS Nagar,0.0
2016-04-13,Sangrur,3.0
2016-04-13,Tarn Taran,0.0
2016-04-14,Amritsar,0.0
2016-04-14,Barnala,0.0
2016-04-14,Bathinda,0.0
2016-04-14,Faridkot,0.0
2016-04-14,Fatehgarh Sahib,0.0
2016-04-14,Fazilka,0.0
2016-04-14,Firozpur,0.0
2016-04-14,Gurdaspur,0.0
2016-04-14,Hoshiarpur,1.0
2016-04-14,Jalandhar,0.0
2016-04-14,Kapurthala,0.0
2016-04-14,Ludhiana,0.0
2016-04-14,Mansa,0.0
2016-04-14,Moga,0.0
2016-04-14,Muktsar,0.0
2016-04-14,Pathankot,0.0
2016-04-14,Patiala,0.0
2016-04-14,Rupnagar,0.0
2016-04-14,SAS Nagar,0.0
2016-04-14,SBS Nagar,0.0
2016-04-14,Sangrur,0.0
2016-04-14,Tarn Taran,0.0
2016-04-15,Amritsar,0.0
2016-04-15,Barnala,0.0
2016-04-15,Bathinda,0.0
2016-04-15,Faridkot,0.0
2016-04-15,Fatehgarh Sahib,2.0
2016-04-15,Fazilka,0.0
2016-04-15,Firozpur,0.0
2016-04-15,Gurdaspur,2.0
2016-04-15,Hoshiarpur,0.0
2016-04-15,Jalandhar,0.0
2016-04-15,Kapurthala,0.0
2016-04-15,Ludhiana,1.0
2016-04-15,Mansa,0.0
2016-04-15,Moga,0.0
2016-04-15,Muktsar,0.0
2016-04-15,Pathankot,0.0
2016-04-15,Patiala,0.0
2016-04-15,Rupnagar,0.0
2016-04-15,SAS Nagar,0.0
2016-04-15,SBS Nagar,0.0
2016-04-15,Sangrur,1.0
2016-04-15,Tarn Taran,0.0
2016-04-16,Amritsar,0.0
2016-04-16,Barnala,0.0
2016-04-16,Bathinda,0.0
2016-04-16,Faridkot,0.0
2016-04-16,Fatehgarh Sahib,0.0
2016-04-16,Fazilka,1.0
2016-04-16,Firozpur,2.0
2016-04-16,Gurdaspur,2.0
2016-04-16,Hoshiarpur,0.0
2016-04-16,Jalandhar,0.0
2016-04-16,Kapurthala,0.0
2016-04-16,Ludhiana,0.0
2016-04-16,Mansa,0.0
2016-04-16,Moga,0.0
2016-04-16,Muktsar,1.0
2016-04-16,Pathankot,0.0
2016-04-16,Patiala,5.0
2016-04-16,Rupnagar,0.0
2016-04-16,SAS Nagar,1.0
2016-04-16,SBS Nagar,0.0
2016-04-16,Sangrur,0.0
2016-04-16,Tarn Taran,0.0
2016-04-17,Amritsar,0.0
2016-04-17,Barnala,0.0
2016-04-17,Bathinda,0.0
2016-04-17,Faridkot,0.0
2016-04-17,Fatehgarh Sahib,0.0
2016-04-17,Fazilka,0.0
2016-04-17,Firozpur,0.0
2016-04-17,Gurdaspur,0.0
2016-04-17,Hoshiarpur,0.0
2016-04-17,Jalandhar,0.0
2016-04-17,Kapurthala,0.0
2016-04-17,Ludhiana,0.0
2016-04-17,Mansa,0.0
2016-04-17,Moga,0.0
2016-04-17,Muktsar,0.0
2016-04-17,Pathankot,0.0
2016-04-17,Patiala,0.0
2016-04-17,Rupnagar,0.0
2016-04-17,SAS Nagar,0.0
2016-04-17,SBS Nagar,0.0
2016-04-17,Sangrur,0.0
2016-04-17,Tarn Taran,0.0
2016-04-18,Amritsar,0.0
2016-04-18,Barnala,0.0
2016-04-18,Bathinda,0.0
2016-04-18,Faridkot,0.0
2016-04-18,Fatehgarh Sahib,0.0
2016-04-18,Fazilka,0.0
2016-04-18,Firozpur,1.0
2016-04-18,Gurdaspur,0.0
2016-04-18,Hoshiarpur,0.0
2016-04-18,Jalandhar,0.0
2016-04-18,Kapurthala,0.0
2016-04-18,Ludhiana,0.0
2016-04-18,Mansa,0.0
2016-04-18,Moga,0.0
2016-04-18,Muktsar,0.0
2016-04-18,Pathankot,0.0
2016-04-18,Patiala,1.0
2016-04-18,Rupnagar,0.0
2016-04-18,SAS Nagar,0.0
2016-04-18,SBS Nagar,0.0
2016-04-18,Sangrur,0.0
2016-04-18,Tarn Taran,0.0
2016-04-19,Amritsar,0.0
2016-04-19,Barnala,0.0
2016-04-19,Bathinda,0.0
2016-04-19,Faridkot,0.0
2016-04-19,Fatehgarh Sahib,0.0
2016-04-19,Fazilka,0.0
2016-04-19,Firozpur,0.0
2016-04-19,Gurdaspur,0.0
2016-04-19,Hoshiarpur,0.0
2016-04-19,Jalandhar,1.0
2016-04-19,Kapurthala,1.0
2016-04-19,Ludhiana,0.0
2016-04-19,Mansa,0.0
2016-04-19,Moga,0.0
2016-04-19,Muktsar,0.0
2016-04-19,Pathankot,0.0
2016-04-19,Patiala,0.0
2016-04-19,Rupnagar,0.0
2016-04-19,SAS Nagar,0.0
2016-04-19,SBS Nagar,0.0
2016-04-19,Sangrur,0.0
2016-04-19,Tarn Taran,0.0
2016-04-20,Amritsar,0.0
2016-04-20,Barnala,1.0
2016-04-20,Bathinda,0.0
2016-04-20,Faridkot,5.0
2016-04-20,Fatehgarh Sahib,0.0
2016-04-20,Fazilka,0.0
2016-04-20,Firozpur,0.0
2016-04-20,Gurdaspur,0.0
2016-04-20,Hoshiarpur,0.0
2016-04-20,Jalandhar,0.0
2016-04-20,Kapurthala,0.0
2016-04-20,Ludhiana,0.0
2016-04-20,Mansa,1.0
2016-04-20,Moga,0.0
2016-04-20,Muktsar,0.0
2016-04-20,Pathankot,0.0
2016-04-20,Patiala,2.0
2016-04-20,Rupnagar,0.0
2016-04-20,SAS Nagar,0.0
2016-04-20,SBS Nagar,1.0
2016-04-20,Sangrur,0.0
2016-04-20,Tarn Taran,0.0
2016-04-21,Amritsar,6.0
2016-04-21,Barnala,0.0
2016-04-21,Bathinda,0.0
2016-04-21,Faridkot,0.0
2016-04-21,Fatehgarh Sahib,0.0
2016-04-21,Fazilka,2.0
2016-04-21,Firozpur,4.0
2016-04-21,Gurdaspur,0.0
2016-04-21,Hoshiarpur,0.0
2016-04-21,Jalandhar,2.0
2016-04-21,Kapurthala,0.0
2016-04-21,Ludhiana,3.0
2016-04-21,Mansa,5.0
2016-04-21,Moga,20.0
2016-04-21,Muktsar,0.0
2016-04-21,Pathankot,0.0
2016-04-21,Patiala,4.0
2016-04-21,Rupnagar,3.0
2016-04-21,SAS Nagar,0.0
2016-04-21,SBS Nagar,1.0
2016-04-21,Sangrur,4.0
2016-04-21,Tarn Taran,0.0
2016-04-22,Amritsar,0.0
2016-04-22,Barnala,1.0
2016-04-22,Bathinda,1.0
2016-04-22,Faridkot,0.0
2016-04-22,Fatehgarh Sahib,0.0
2016-04-22,Fazilka,0.0
2016-04-22,Firozpur,1.0
2016-04-22,Gurdaspur,0.0
2016-04-22,Hoshiarpur,0.0
2016-04-22,Jalandhar,0.0
2016-04-22,Kapurthala,2.0
2016-04-22,Ludhiana,0.0
2016-04-22,Mansa,0.0
2016-04-22,Moga,0.0
2016-04-22,Muktsar,1.0
2016-04-22,Pathankot,0.0
2016-04-22,Patiala,4.0
2016-04-22,Rupnagar,0.0
2016-04-22,SAS Nagar,0.0
2016-04-22,SBS Nagar,1.0
2016-04-22,Sangrur,0.0
2016-04-22,Tarn Taran,1.0
2016-04-23,Amritsar,1.0
2016-04-23,Barnala,2.0
2016-04-23,Bathinda,2.0
2016-04-23,Faridkot,0.0
2016-04-23,Fatehgarh Sahib,0.0
2016-04-23,Fazilka,5.0
2016-04-23,Firozpur,1.0
2016-04-23,Gurdaspur,2.0
2016-04-23,Hoshiarpur,1.0
2016-04-23,Jalandhar,1.0
2016-04-23,Kapurthala,3.0
2016-04-23,Ludhiana,1.0
2016-04-23,Mansa,5.0
2016-04-23,Moga,0.0
2016-04-23,Muktsar,1.0
2016-04-23,Pathankot,0.0
2016-04-23,Patiala,1.0
2016-04-23,Rupnagar,3.0
2016-04-23,SAS Nagar,1.0
2016-04-23,SBS Nagar,0.0
2016-04-23,Sangrur,3.0
2016-04-23,Tarn Taran,1.0
2016-04-24,Amritsar,0.0
2016-04-24,Barnala,0.0
2016-04-24,Bathinda,0.0
2016-04-24,Faridkot,0.0
2016-04-24,Fatehgarh Sahib,0.0
2016-04-24,Fazilka,2.0
2016-04-24,Firozpur,0.0
2016-04-24,Gurdaspur,0.0
2016-04-24,Hoshiarpur,1.0
2016-04-24,Jalandhar,0.0
2016-04-24,Kapurthala,3.0
2016-04-24,Ludhiana,0.0
2016-04-24,Mansa,3.0
2016-04-24,Moga,0.0
2016-04-24,Muktsar,1.0
2016-04-24,Pathankot,0.0
2016-04-24,Patiala,5.0
2016-04-24,Rupnagar,0.0
2016-04-24,SAS Nagar,0.0
2016-04-24,SBS Nagar,0.0
2016-04-24,Sangrur,0.0
2016-04-24,Tarn Taran,0.0
2016-04-25,Amritsar,1.0
2016-04-25,Barnala,3.0
2016-04-25,Bathinda,9.0
2016-04-25,Faridkot,3.0
2016-04-25,Fatehgarh Sahib,0.0
2016-04-25,Fazilka,13.0
2016-04-25,Firozpur,4.0
2016-04-25,Gurdaspur,2.0
2016-04-25,Hoshiarpur,3.0
2016-04-25,Jalandhar,5.0
2016-04-25,Kapurthala,11.0
2016-04-25,Ludhiana,1.0
2016-04-25,Mansa,14.0
2016-04-25,Moga,4.0
2016-04-25,Muktsar,4.0
2016-04-25,Pathankot,0.0
2016-04-25,Patiala,6.0
2016-04-25,Rupnagar,0.0
2016-04-25,SAS Nagar,0.0
2016-04-25,SBS Nagar,0.0
2016-04-25,Sangrur,14.0
2016-04-25,Tarn Taran,9.0
2016-04-26,Amritsar,8.0
2016-04-26,Barnala,22.0
2016-04-26,Bathinda,32.0
2016-04-26,Faridkot,6.0
2016-04-26,Fatehgarh Sahib,3.0
2016-04-26,Fazilka,36.0
2016-04-26,Firozpur,10.0
2016-04-26,Gurdaspur,8.0
2016-04-26,Hoshiarpur,32.0
2016-04-26,Jalandhar,13.0
2016-04-26,Kapurthala,6.0
2016-04-26,Ludhiana,13.0
2016-04-26,Mansa,21.0
2016-04-26,Moga,1.0
2016-04-26,Muktsar,14.0
2016-04-26,Pathankot,1.0
2016-04-26,Patiala,26.0
2016-04-26,Rupnagar,3.0
2016-04-26,SAS Nagar,1.0
2016-04-26,SBS Nagar,1.0
2016-04-26,Sangrur,56.0
2016-04-26,Tarn Taran,1.0
2016-04-27,Amritsar,6.0
2016-04-27,Barnala,32.0
2016-04-27,Bathinda,20.0
2016-04-27,Faridkot,8.0
2016-04-27,Fatehgarh Sahib,8.0
2016-04-27,Fazilka,10.0
2016-04-27,Firozpur,22.0
2016-04-27,Gurdaspur,10.0
2016-04-27,Hoshiarpur,53.0
2016-04-27,Jalandhar,3.0
2016-04-27,Kapurthala,8.0
2016-04-27,Ludhiana,12.0
2016-04-27,Mansa,45.0
2016-04-27,Moga,5.0
2016-04-27,Muktsar,3.0
2016-04-27,Pathankot,7.0
2016-04-27,Patiala,29.0
2016-04-27,Rupnagar,0.0
2016-04-27,SAS Nagar,0.0
2016-04-27,SBS Nagar,0.0
2016-04-27,Sangrur,131.0
2016-04-27,Tarn Taran,5.0
2016-04-28,Amritsar,3.0
2016-04-28,Barnala,7.0
2016-04-28,Bathinda,15.0
2016-04-28,Faridkot,7.0
2016-04-28,Fatehgarh Sahib,4.0
2016-04-28,Fazilka,8.0
2016-04-28,Firozpur,24.0
2016-04-28,Gurdaspur,12.0
2016-04-28,Hoshiarpur,10.0
2016-04-28,Jalandhar,6.0
2016-04-28,Kapurthala,14.0
2016-04-28,Ludhiana,11.0
2016-04-28,Mansa,9.0
2016-04-28,Moga,18.0
2016-04-28,Muktsar,4.0
2016-04-28,Pathankot,1.0
2016-04-28,Patiala,13.0
2016-04-28,Rupnagar,0.0
2016-04-28,SAS Nagar,0.0
2016-04-28,SBS Nagar,4.0
2016-04-28,Sangrur,15.0
2016-04-28,Tarn Taran,8.0
2016-04-29,Amritsar,5.0
2016-04-29,Barnala,10.0
2016-04-29,Bathinda,7.0
2016-04-29,Faridkot,2.0
2016-04-29,Fatehgarh Sahib,5.0
2016-04-29,Fazilka,5.0
2016-04-29,Firozpur,21.0
2016-04-29,Gurdaspur,9.0
2016-04-29,Hoshiarpur,19.0
2016-04-29,Jalandhar,5.0
2016-04-29,Kapurthala,7.0
2016-04-29,Ludhiana,1.0
2016-04-29,Mansa,4.0
2016-04-29,Moga,32.0
2016-04-29,Muktsar,1.0
2016-04-29,Pathankot,4.0
2016-04-29,Patiala,20.0
2016-04-29,Rupnagar,2.0
2016-04-29,SAS Nagar,5.0
2016-04-29,SBS Nagar,4.0
2016-04-29,Sangrur,29.0
2016-04-29,Tarn Taran,2.0
2016-04-30,Amritsar,9.0
2016-04-30,Barnala,7.0
2016-04-30,Bathinda,17.0
2016-04-30,Faridkot,2.0
2016-04-30,Fatehgarh Sahib,5.0
2016-04-30,Fazilka,25.0
2016-04-30,Firozpur,23.0
2016-04-30,Gurdaspur,27.0
2016-04-30,Hoshiarpur,7.0
2016-04-30,Jalandhar,4.0
2016-04-30,Kapurthala,10.0
2016-04-30,Ludhiana,6.0
2016-04-30,Mansa,8.0
2016-04-30,Moga,15.0
2016-04-30,Muktsar,13.0
2016-04-30,Pathankot,6.0
2016-04-30,Patiala,12.0
2016-04-30,Rupnagar,2.0
2016-04-30,SAS Nagar,0.0
2016-04-30,SBS Nagar,2.0
2016-04-30,Sangrur,18.0
2016-04-30,Tarn Taran,8.0
2016-05-01,Amritsar,67.0
2016-05-01,Barnala,47.0
2016-05-01,Bathinda,140.0
2016-05-01,Faridkot,70.0
2016-05-01,Fatehgarh Sahib,11.0
2016-05-01,Fazilka,65.0
2016-05-01,Firozpur,96.0
2016-05-01,Gurdaspur,97.0
2016-05-01,Hoshiarpur,20.0
2016-05-01,Jalandhar,10.0
2016-05-01,Kapurthala,26.0
2016-05-01,Ludhiana,54.0
2016-05-01,Mansa,57.0
2016-05-01,Moga,230.0
2016-05-01,Muktsar,63.0
2016-05-01,Pathankot,5.0
2016-05-01,Patiala,27.0
2016-05-01,Rupnagar,2.0
2016-05-01,SAS Nagar,4.0
2016-05-01,SBS Nagar,4.0
2016-05-01,Sangrur,65.0
2016-05-01,Tarn Taran,218.0
2016-05-02,Amritsar,184.0
2016-05-02,Barnala,66.0
2016-05-02,Bathinda,112.0
2016-05-02,Faridkot,87.0
2016-05-02,Fatehgarh Sahib,15.0
2016-05-02,Fazilka,42.0
2016-05-02,Firozpur,126.0
2016-05-02,Gurdaspur,123.0
2016-05-02,Hoshiarpur,40.0
2016-05-02,Jalandhar,32.0
2016-05-02,Kapurthala,56.0
2016-05-02,Ludhiana,90.0
2016-05-02,Mansa,29.0
2016-05-02,Moga,218.0
2016-05-02,Muktsar,44.0
2016-05-02,Pathankot,10.0
2016-05-02,Patiala,44.0
2016-05-02,Rupnagar,4.0
2016-05-02,SAS Nagar,4.0
2016-05-02,SBS Nagar,9.0
2016-05-02,Sangrur,77.0
2016-05-02,Tarn Taran,215.0
2016-05-03,Amritsar,0.0
2016-05-03,Barnala,3.0
2016-05-03,Bathinda,36.0
2016-05-03,Faridkot,44.0
2016-05-03,Fatehgarh Sahib,1.0
2016-05-03,Fazilka,12.0
2016-05-03,Firozpur,49.0
2016-05-03,Gurdaspur,0.0
2016-05-03,Hoshiarpur,0.0
2016-05-03,Jalandhar,10.0
2016-05-03,Kapurthala,1.0
2016-05-03,Ludhiana,2.0
2016-05-03,Mansa,6.0
2016-05-03,Moga,27.0
2016-05-03,Muktsar,32.0
2016-05-03,Pathankot,0.0
2016-05-03,Patiala,7.0
2016-05-03,Rupnagar,0.0
2016-05-03,SAS Nagar,0.0
2016-05-03,SBS Nagar,0.0
2016-05-03,Sangrur,5.0
2016-05-03,Tarn Taran,33.0
2016-05-04,Amritsar,4.0
2016-05-04,Barnala,13.0
2016-05-04,Bathinda,15.0
2016-05-04,Faridkot,11.0
2016-05-04,Fatehgarh Sahib,28.0
2016-05-04,Fazilka,2.0
2016-05-04,Firozpur,24.0
2016-05-04,Gurdaspur,6.0
2016-05-04,Hoshiarpur,17.0
2016-05-04,Jalandhar,6.0
2016-05-04,Kapurthala,1.0
2016-05-04,Ludhiana,53.0
2016-05-04,Mansa,1.0
2016-05-04,Moga,9.0
2016-05-04,Muktsar,18.0
2016-05-04,Pathankot,0.0
2016-05-04,Patiala,26.0
2016-05-04,Rupnagar,6.0
2016-05-04,SAS Nagar,2.0
2016-05-04,SBS Nagar,9.0
2016-05-04,Sangrur,21.0
2016-05-04,Tarn Taran,21.0
2016-05-05,Amritsar,17.0
2016-05-05,Barnala,0.0
2016-05-05,Bathinda,13.0
2016-05-05,Faridkot,14.0
2016-05-05,Fatehgarh Sahib,1.0
2016-05-05,Fazilka,4.0
2016-05-05,Firozpur,24.0
2016-05-05,Gurdaspur,1.0
2016-05-05,Hoshiarpur,2.0
2016-05-05,Jalandhar,1.0
2016-05-05,Kapurthala,3.0
2016-05-05,Ludhiana,0.0
2016-05-05,Mansa,0.0
2016-05-05,Moga,3.0
2016-05-05,Muktsar,25.0
2016-05-05,Pathankot,1.0
2016-05-05,Patiala,2.0
2016-05-05,Rupnagar,0.0
2016-05-05,SAS Nagar,0.0
2016-05-05,SBS Nagar,0.0
2016-05-05,Sangrur,2.0
2016-05-05,Tarn Taran,14.0
2016-05-06,Amritsar,114.0
2016-05-06,Barnala,15.0
2016-05-06,Bathinda,26.0
2016-05-06,Faridkot,17.0
2016-05-06,Fatehgarh Sahib,20.0
2016-05-06,Fazilka,37.0
2016-05-06,Firozpur,54.0
2016-05-06,Gurdaspur,127.0
2016-05-06,Hoshiarpur,4.0
2016-05-06,Jalandhar,44.0
2016-05-06,Kapurthala,32.0
2016-05-06,Ludhiana,80.0
2016-05-06,Mansa,3.0
2016-05-06,Moga,53.0
2016-05-06,Muktsar,52.0
2016-05-06,Pathankot,6.0
2016-05-06,Patiala,32.0
2016-05-06,Rupnagar,3.0
2016-05-06,SAS Nagar,3.0
